	Name_neighbourhood_group	neighbourhood_group	Name_neighbourhood	neighbourhood	Name_room_type	room_type	Name_bed_type	bed_type	Name_risk_rating	risk_rating	Name_cancellation_policy	cancellation_policy	neighbourhood_group	neighbourhood	room_type
4120	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4121	West Region	4	Choa Chu Kang	8	Private room	2	Real Bed	4	High risk	0	moderate	1	4	8	2
4122	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
4123	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	38	0
4124	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	38	0
4125	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4126	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4127	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	0
4128	Central Region	0	Singapore River	33	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	33	2
4129	Central Region	0	Geylang	11	Private room	2	Real Bed	4	Medium risk	2	moderate	1	0	11	2
4130	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4131	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4132	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	moderate	1	0	21	2
4133	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4134	East Region	1	Bedok	1	Private room	2	Real Bed	4	Low risk	1	moderate	1	1	1	2
4135	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	moderate	1	4	14	2
4136	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	moderate	1	4	14	2
4137	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4138	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
4139	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
4140	North-East Region	3	Hougang	12	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	12	0
4141	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	Medium risk	2	moderate	1	0	19	0
4142	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	29	0
4143	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4144	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4145	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
4146	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
4147	Central Region	0	Rochor	29	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	29	2
4149	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
4151	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	38	0
4152	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	38	0
4153	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
4154	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
4155	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
4156	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
4157	Central Region	0	Bishan	2	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	2	0
4158	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
4159	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	0
4160	East Region	1	Bedok	1	Private room	2	Real Bed	4	Low risk	1	moderate	1	1	1	2
4161	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4162	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
4163	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	28	0
4164	Central Region	0	Singapore River	33	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	33	0
4165	North Region	2	Woodlands	40	Private room	2	Real Bed	4	High risk	0	flexible	0	2	40	2
4166	Central Region	0	Bukit Timah	6	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	6	1
4167	Central Region	0	Bukit Timah	6	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	6	1
4168	Central Region	0	Bukit Timah	6	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	6	1
4169	Central Region	0	Singapore River	33	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	33	1
4170	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
4171	Central Region	0	Singapore River	33	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	33	1
4172	Central Region	0	Singapore River	33	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	33	1
4173	Central Region	0	Singapore River	33	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	33	1
4174	Central Region	0	Singapore River	33	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	33	1
4175	Central Region	0	Singapore River	33	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	33	1
4176	Central Region	0	Singapore River	33	Hotel room	1	Real Bed	4	High risk	0	moderate	1	0	33	1
4177	Central Region	0	Singapore River	33	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	33	2
4178	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4179	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	10	0
4180	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4181	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4182	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4183	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4184	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4185	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4186	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4187	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	moderate	1	0	23	2
4188	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	27	0
4189	Central Region	0	Novena	21	Hotel room	1	Real Bed	4	High risk	0	flexible	0	0	21	1
4190	East Region	1	Bedok	1	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	1	1	0
4191	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4192	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4193	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
4194	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4195	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4197	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4198	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4199	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4200	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4201	Central Region	0	Bukit Timah	6	Private room	2	Real Bed	4	High risk	0	flexible	0	0	6	2
4202	Central Region	0	Southern Islands	34	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	34	0
4203	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	High risk	0	flexible	0	0	27	2
4204	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	15	2
4205	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
4206	North-East Region	3	Sengkang	31	Private room	2	Real Bed	4	High risk	0	flexible	0	3	31	2
4207	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
4208	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4209	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
4211	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4214	Central Region	0	Singapore River	33	Private room	2	Real Bed	4	High risk	0	moderate	1	0	33	2
4215	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4216	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	moderate	1	0	21	2
4217	Central Region	0	Tanglin	37	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	2
4218	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4219	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	10	0
4220	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	0
4221	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	37	0
4222	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4223	East Region	1	Bedok	1	Private room	2	Real Bed	4	Low risk	1	flexible	0	1	1	2
4224	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	11	0
4225	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	flexible	0	4	14	2
4226	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4227	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	4	0
4228	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
4229	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	10	0
4231	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
4232	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4233	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4234	North Region	2	Woodlands	40	Private room	2	Real Bed	4	Low risk	1	flexible	0	2	40	2
4235	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	flexible	0	1	1	2
4237	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	15	2
4238	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4239	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
4240	Central Region	0	Outram	23	Hotel room	1	Real Bed	4	High risk	0	flexible	0	0	23	1
4241	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4242	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
4243	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
4244	Central Region	0	Orchard	22	Entire home/apt	0	Real Bed	4	Medium risk	2	flexible	0	0	22	0
4245	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4246	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	19	0
4247	East Region	1	Pasir Ris	24	Private room	2	Real Bed	4	Low risk	1	flexible	0	1	24	2
4248	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	moderate	1	1	1	2
4249	North-East Region	3	Sengkang	31	Private room	2	Real Bed	4	Low risk	1	flexible	0	3	31	2
4250	Central Region	0	Rochor	29	Shared room	3	Real Bed	4	High risk	0	moderate	1	0	29	3
4251	West Region	4	Jurong West	14	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	14	0
4252	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
4253	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	12	2
4254	Central Region	0	Downtown Core	10	Hotel room	1	Real Bed	4	High risk	0	flexible	0	0	10	1
4255	Central Region	0	Outram	23	Hotel room	1	Real Bed	4	High risk	0	flexible	0	0	23	1
4256	Central Region	0	Downtown Core	10	Hotel room	1	Real Bed	4	High risk	0	flexible	0	0	10	1
4257	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
4258	West Region	4	Choa Chu Kang	8	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	4	8	2
4259	North-East Region	3	Hougang	12	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	3	12	0
4260	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	moderate	1	0	11	2
4261	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
4262	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
4263	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
4264	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4265	Central Region	0	Outram	23	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	23	2
4266	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	2
4267	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4268	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4269	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	15	0
4270	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	15	0
4271	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	0
4272	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	15	0
4274	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4275	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
4276	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	0
4277	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
4278	Central Region	0	Bishan	2	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	2	0
4279	Central Region	0	Bishan	2	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	2	0
4280	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	12	2
4281	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4282	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4283	Central Region	0	Bishan	2	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	2	0
4284	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
4285	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
4286	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
4287	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	0
4288	West Region	4	Jurong West	14	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	14	0
4289	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
4290	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
4291	Central Region	0	Orchard	22	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	22	0
4292	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4293	Central Region	0	Museum	19	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	19	0
4294	Central Region	0	Kallang	15	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	1
4295	West Region	4	Clementi	9	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	9	0
4296	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	27	0
4297	West Region	4	Jurong East	13	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	13	0
4298	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
4300	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	flexible	0	0	4	2
4301	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
4302	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	27	0
4303	Central Region	0	Rochor	29	Hotel room	1	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	1
4304	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	15	0
4305	Central Region	0	Bishan	2	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	2	0
4306	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	4	0
4307	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	4	0
4308	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	4	0
4309	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	21	0
4310	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
4311	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	38	0
4312	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	38	0
4313	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	11	0
4314	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
4315	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
